code1,code2,similar
"['n = int(input())\n', 'A = list(map(int, input().split()))\n', '\n', 'x = 1000\n', 'for i in range(n-1):\n', '    if A[i] < A[i+1]:\n', '        q, x = divmod(x, A[i])\n', '        x += q*A[i+1]\n', 'print(x)']","['n=int(input())\n', 'a=[int(i) for i in input().split()]\n', '\n', 'c=1000\n', '\n', 'for i in range(n-1):\n', '    if a[i]<a[i+1]:\n', '        c += (c//a[i])*(a[i+1]-a[i])\n', 'print(c)']",1
"['h, w, k = map(int, input().split())\n', 'X = [[1 if a == ""#"" else 0 for a in input()] for _ in range(h)]\n', 'ans = 0\n', 'for ii in range(1 << h):\n', '  for jj in range(1 << w):\n', '    if sum([sum([X[i][j] for j in range(w) if jj >> j & 1]) for i in range(h) if ii >> i & 1]) == k:\n', '      ans += 1\n', 'print(ans)']","['h,w,k = map(int,input().split())\n', 'd = []\n', 'for i in range(h):\n', '  d.append(list(input()))\n', '\n', 'c = 0\n', 'for x in range(2**h):\n', '  for y in range(2**w):\n', ""    e =  [['t' for _ in range(w)] for _ in range(h)]\n"", '    for i in range(h):\n', '      if ((x >> (h-1-i)) & 1) == 1:\n', '        for l in range(w):\n', ""          e[i][l] = 'R'\n"", '    \n', '    for j in range(w):\n', '      if ((y >> (w-1-j)) & 1) == 1:\n', '        for m in range(h):\n', ""          e[m][j] = 'R'\n"", '    \n', '    s = 0     \n', '    for p in range(h):\n', '      for q in range(w):\n', ""        if d[p][q] == '#' and e[p][q] != 'R':\n"", '          s += 1\n', '    \n', '    if s == k:\n', '      c += 1\n', '            \n', 'print(c)        ']",1
"['n, m, x = map(int, input().split())\n', 'books_info = []\n', 'price_info = []\n', 'for i in range(n):\n', '    c, *a = map(int, input().split())\n', '    books_info.append(a)\n', '    price_info.append(c)\n', 'pattern_list = []\n', 'for j in range(2 ** n):\n', '    tmp_list = []\n', '    for k in range(n):\n', '        if ((j >> k) & 1):\n', '            tmp_list.append(k)\n', '        else:\n', '            pass\n', '    pattern_list.append(tmp_list)\n', 'book_price = 10 ** 5 * 12 + 1\n', 'for pattern in pattern_list:\n', '    # 全ての参考書を買わない=len(pattern)が0の場合はスキップする\n', '    if len(pattern) == 0:\n', '        continue\n', '    is_ok = False\n', '    price = 0\n', '    for j in range(m):\n', '        m_sum = 0\n', '        price_sum = 0\n', '        for k in pattern:\n', '            m_sum += books_info[k][j]\n', '            price_sum += price_info[k]\n', '        if m_sum >= x:\n', '            is_ok = True\n', '        else:\n', '            is_ok = False\n', '            break\n', '        price = price_sum\n', '    if is_ok == True:\n', '        book_price = min(price, book_price)\n', '    else:\n', '        pass\n', 'print(book_price if book_price != 10 ** 5 * 12 + 1 else -1)\n', '\n']","['import numpy as np\n', '\n', 'N, M, X = map(int, input().split())\n', 'C = [list(map(int, input().split())) for _ in range(N)]\n', '\n', 'cost = float(""inf"")\n', 'for i in range(2**N):\n', '  tmp = np.array([0 for _ in range(M+1)])\n', '  for j in range(N):\n', '    if (i>>j) & 1:\n', '      tmp += np.array(C[j])\n', '  if min(tmp[1:]) >= X:\n', '    cost = min(cost, tmp[0])\n', '\n', 'print(-1 if cost == float(""inf"") else cost)']",1
"['N = int(input())\n', 'a = list(input())\n', 'count = 1\n', 'for i in range(N):\n', '  if i>0:\n', '    if a[i-1]==a[i]:\n', '      pass\n', '    elif a[i-1]!=a[i]:\n', '      count+=1\n', '      \n', 'print(count)']","['N = int(input())\n', 'S = input()\n', 'tmp = S[0]\n', 'ans = 1\n', 'for n in range(1,N):\n', '  if S[n] != tmp:\n', '    ans += 1\n', '    tmp = S[n]\n', 'print(ans)']",1
"['from sys import stdin\n', '\n', '# read input\n', 'n,m = [int(x) for x in stdin.readline().strip().split()]\n', 'sc_dict = {}\n', '\n', '# create dict\n', 'for _ in range(m):\n', '  s, c = [int(x) for x in stdin.readline().strip().split()]\n', '  if s in sc_dict.keys(): sc_dict[s].append(c)\n', '  else: sc_dict[s] = [c]\n', '    \n', '# get min\n', ""min_val = list(str(10**(n-1))) if n > 1 else ['0']\n"", 'for k, v in sc_dict.items():\n', '  if len(v) != 1 and len(set(v)) > 1:\n', ""    print('-1')\n"", '    exit()\n', '  min_val[k-1] = str(v[0])\n', '  \n', ""min_val = ''.join(min_val)\n"", 'if len(min_val) > 1 and int(min_val) == 0:\n', ""  print('-1')\n"", 'else:\n', ""  print(''.join(min_val))""]","['\n', 'def main():\n', '    n, m = map(int, input().split("" ""))\n', '    s = [0] * m\n', '    c = [0] * m\n', '    for i in range(m):\n', '        s[i], c[i] = map(int, input().split("" ""))\n', '    ans = [-1] * n\n', '    for i in range(m):\n', '        if ans[s[i]-1] != -1 and ans[s[i]-1] != c[i]:\n', '            print(-1)\n', '            return\n', '        ans[s[i]-1] = c[i]\n', '    if ans[0] == 0:\n', '        if n == 1:\n', '            print(0)\n', '            return\n', '        print(-1)\n', '        return\n', '    for i in range(n):\n', '        if ans[i] == -1:\n', '            if i == 0:\n', '                if n == 1:\n', '                    print(0)\n', '                    return\n', '                print(1, end="""")\n', '            else:\n', '                print(0, end = """")\n', '        else:\n', '            print(ans[i], end ="""")\n', '    print()\n', '    \n', '\n', 'if __name__ == ""__main__"":\n', '    main()']",1
"['n = int(input())\n', 's = list(map(int, input().split()))\n', 'c = 0\n', ""a = 'a'\n"", 'def merge(A, left, mid, right):\n', '    global c\n', '    L = A[left:mid]\n', '    R = A[mid:right]\n', '    L.append(10 ** 9)\n', '    R.append(10 ** 9)\n', '    i = 0\n', '    j = 0\n', '    for k in range(left, right):\n', '        c += 1\n', '        if L[i] <= R[j]:\n', '            A[k] = L[i]\n', '            i += 1\n', '        else:\n', '            A[k] = R[j]\n', '            j += 1\n', '\n', 'def mergesort(A, left, right):\n', '    if left+1 < right:\n', '        mid = (left+right)//2\n', '        mergesort(A, left, mid)\n', '        mergesort(A, mid, right)\n', '        merge(A, left, mid, right)\n', '\n', 'mergesort(s, 0, n)\n', '\n', 'for i in range(n-1):\n', ""    print(s[i], end=' ')\n"", 'print(s[n-1])\n', 'print(c)\n']","['cnt = 0\n', 'INF = pow(10, 18)\n', '\n', 'def merge(A, left, mid, right):\n', '    L = A[left:mid] + [INF]\n', '    R = A[mid:right] + [INF]\n', '    i = 0\n', '    j = 0\n', '    for k in range(left, right):\n', '        global cnt\n', '        cnt += 1\n', '        if L[i] <= R[j]:\n', '            A[k] = L[i]\n', '            i += 1\n', '        else:\n', '            A[k] = R[j]\n', '            j += 1\n', '\n', 'def mergeSort(A, left, right):\n', '    if left + 1 < right:\n', '        mid = (left + right) // 2\n', '        mergeSort(A, left, mid)\n', '        mergeSort(A, mid, right)\n', '        merge(A, left, mid, right)\n', '\n', 'n = int(input())\n', 's = list(map(int, input().split()))\n', 'mergeSort(s, 0, n)\n', 'print(*s)\n', 'print(cnt)\n']",1
"['N, K, S = map(int, input().split())\n', 'A = []\n', 'for i in range(K):\n', '    A.append(S)\n', '\n', 'if S != 10 ** 9:\n', '    res = S + 1\n', 'else:\n', '    res = 1\n', '\n', 'for j in range(N - K):\n', '    A.append(res)\n', 'print(*A)\n']","['N, K, S = map(int, input().split())\n', 'a = [str(S)] * K\n', '\n', 'if S == 10**9:\n', '    b = [str(1)] * (N-K)\n', 'else:\n', '    b = [str(S+1)] * (N-K)\n', 'ans = a + b\n', 'print(*ans)']",1
"['import math\n', 'a, b, x = map(int, input().split())\n', '\n', 'if x == a**2*b:\n', '  print(0)\n', '  \n', 'elif x >= a**2*b/2:\n', '  print(90 - math.degrees(math.atan(a**3/(2*a**2*b-2*x))))\n', 'else:\n', '  \n', '  print((90 - math.degrees(math.atan(2*x/(a*b**2)))))\n']","['import math\n', '\n', 'a,b,x = map(int,input().split())\n', 'if x <= a*a*b/2:\n', '  print(math.atan((a*b*b/2/x))*180/math.pi)\n', 'else:\n', '  print(math.atan((a*a*b-x)/(a**3)*2)*180/math.pi)']",1
"['#!/usr/bin/env python3\n', 'import collections as cl\n', 'import sys\n', '\n', '\n', 'def II():\n', '    return int(sys.stdin.readline())\n', '\n', '\n', 'def MI():\n', '    return map(int, input().split())\n', '\n', '\n', 'def LI():\n', '    return list(map(int, sys.stdin.readline().split()))\n', '\n', '\n', 'def main():\n', '    h, a = MI()\n', '\n', '    ans = h // a\n', '    if h % a != 0:\n', '        ans += 1\n', '    print(ans)\n', '\n', '\n', 'main()\n']","['import sys\n', 'from collections import defaultdict\n', 'readline = sys.stdin.buffer.readline\n', '\n', '\n', 'def geta(fn=lambda s: s.decode()):\n', '    return map(fn, readline().split())\n', '\n', '\n', 'def gete(fn=lambda s: s.decode()):\n', '    return fn(readline().rstrip())\n', '\n', '\n', '# sys.setrecursionlimit(10**5)\n', '\n', '\n', 'def main():\n', '    h, a = geta(int)\n', '\n', '    print((h + a - 1) // a)\n', '\n', '\n', 'if __name__ == ""__main__"":\n', '    main()']",1
"['x = int(input())\n', 'yen_500 = 0\n', 'yen_5 = 0\n', 'amari = 0\n', 'happy = 0\n', '\n', 'if x>= 500:\n', '    yen_500 = x//500\n', '    amari = x - 500 * yen_500\n', '    yen_5 = amari//5\n', '    happy = 1000 * yen_500 + 5 * yen_5\n', '    print(happy)\n', 'else:\n', '    yen_5 = x//5\n', '    happy = 5 * yen_5\n', '    print(happy)\n']","['X = int(input())\n', '\n', 'sum = 0\n', 'gohyakumai =X//500\n', '#print (gohyakumai)\n', 'sum = gohyakumai*1000\n', '#print (sum)\n', 'goenmai = (X%500)//5\n', '#print (goenmai)\n', 'sum = goenmai *5 +sum\n', '\n', 'print (sum)']",1
"['(r, c) = map(int, input().split())\n', 'a = [[v for v in list(map(int, input().split()))] for r in range(r)]\n', 'add_c = [sum(l) for l in a]\n', 'for i in range(r):\n', '    a[i].append(add_c[i])\n', 'add_r = [sum([a[i][j] for i in range(r)]) for j in range(c + 1)]\n', 'a.append(add_r)\n', 'for i in range(r + 1):\n', ""    print(' '.join(map(str, a[i])))""]","['r, c = map(int, input().split())\n', 'table = []\n', 'for i in range(r):\n', '    table.append(list(map(int, input().split())))\n', 'for i in table:\n', '    i.append(sum(i))\n', 'b = []\n', 'for i in range(c):\n', '    x = 0\n', '    for k in range(r):\n', '        x += table[k][i]\n', '    b.append(x)\n', 'b.append(sum(b))\n', 'for i in table:\n', '    print("" "".join(map(str, i)))\n', 'print("" "".join(map(str, b)))\n']",1
"['from collections import deque\n', '\n', 'k=int(input())\n', '\n', 'lunlun=deque(i for i in range(1,10))\n', 'for _ in range(k-1):\n', '  p=lunlun.popleft()\n', '  if p%10!=0:\n', '    lunlun.append(10*p+p%10-1)\n', '  lunlun.append(10*p+p%10)\n', '  if p%10!=9:\n', '    lunlun.append(10*p+p%10+1)\n', 'print(lunlun.popleft())']","['from collections import deque\n', '\n', '\n', 'def solver(K):\n', '    q = deque([i for i in range(1, 10)])\n', '\n', '    if K <= 9:\n', '        ans = q[K - 1]\n', '\n', '    else:\n', '        cnt = 9\n', '        for i in range(1, K):\n', '            c = q.popleft()\n', '\n', '            if c % 10 != 0:\n', '                q.append(c * 10 + (c % 10) - 1)\n', '                cnt += 1\n', '                if cnt >= K:\n', '                    break\n', '\n', '            q.append(c * 10 + (c % 10))\n', '            cnt += 1\n', '            if cnt >= K:\n', '                break\n', '\n', '            if c % 10 != 9:\n', '                q.append(c * 10 + (c % 10) + 1)\n', '                cnt += 1\n', '                if cnt >= K:\n', '                    break\n', '\n', '        ans = q[-1]\n', '    return ans\n', '\n', '\n', 'def run():\n', '    K = int(input())\n', '    ans = solver(K)\n', '\n', '    print(ans)\n', '\n', '\n', 'run()\n']",1
"['def gcd(a,b):\n', '    # assume a,b are +ve integers.\n', '    if a>b:\n', '        a,b = b,a\n', '    if b%a==0:\n', '        return a\n', '    \n', '    return gcd(a,b%a)\n', 'print(360//(gcd(360,int(input()))))']","['import math\n', 'y = int(input())\n', 'print(360//math.gcd(y,360))']",1
"['A, B = map(int,input().split())\n', 'def gcd(a,b):\n', '    if b == 0:\n', '        return a\n', '    return gcd(b,a%b)\n', 'def lcm(a,b):\n', '    return a*b//gcd(a,b)\n', 'print(lcm(A,B))\n']","['import math\n', '\n', 'a,b = map(int,input().split())\n', 'if b>a:\n', '    a,b = b,a\n', 'l = (a*b)//(math.gcd(a,b))\n', 'print(l)']",1
"[""A, B, N = [int(i) for i in input().split(' ')]\n"", '\n', 'if B > N:\n', '    x = N\n', 'else:\n', '    x = B - 1\n', '\n', 'm = int(A * x / B) - A * int(x / B)\n', '\n', 'print(m)']","['import math\n', '\n', 'A, B, N = [int(x) for x in input().split()]\n', 'count = min(B-1, N)\n', 'a = math.floor(float(A*count)/B) - A * math.floor(float(count)/B)\n', 'print(a)\n', '\n', '\n', '\n']",1
"['n = int(input())\n', 'lst = list(map(int, input().split()))\n', 'lst = sorted(lst, reverse = True)\n', 'summ = lst[0] + 2 * sum(lst[1:n//2])\n', 'if n % 2:\n', '    summ += lst[n//2]\n', 'print(summ)\n', '\n']","['from sys import stdin\n', 'import sys\n', 'import math\n', 'from functools import reduce\n', 'import functools\n', 'import itertools\n', 'from collections import deque,Counter,defaultdict\n', 'from operator import mul\n', 'import copy\n', '# ! /usr/bin/env python\n', '# -*- coding: utf-8 -*-\n', 'import heapq\n', 'sys.setrecursionlimit(10**6)\n', '# INF =  float(""inf"")\n', 'INF = 10**18\n', 'import bisect\n', 'import statistics\n', 'mod = 10**9+7\n', '# mod = 998244353\n', '\n', '\n', '\n', 'N = int(input())\n', '\n', 'A = list(map(int, input().split()))\n', '\n', 'A = sorted(A, reverse=True)\n', '\n', 'ans = A[0]\n', 'for i in range(N-2):\n', '    ans += A[i//2+1]\n', '\n', 'print(ans)\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']",1
"['l = list(input())\n', 'a = False\n', 'b = False\n', 'c = False\n', '\n', '\n', ""if l[0] == 'R':\n"", '\ta = True\n', ""if l[1] == 'R':\n"", '\tb = True\n', ""if l[2] == 'R':\n"", '  \tc = True\n', '    \n', 'if a and b and c:\n', '  \tprint(3)\n', 'elif (a and b) or (b and c):\n', '  \tprint(2)\n', 'elif a or b or c:\n', '  \tprint(1)\n', 'else:\n', '  \tprint(0)']","['S = str(input())\n', 'count = 0\n', 'result = 0\n', 'for i in S:\n', ""  if i == 'R':\n"", '    count+=1\n', '    if count>result:\n', '      result = count\n', '  else:\n', '    count=0\n', 'print(result)\n']",1
"['a = [list(map(int,input().split())) for i in range(3)]\n', 'n = int(input())\n', 'b = [int(input()) for i in range(n)]\n', 'visited = [[False for i in range(3)] for j in range(3)]\n', 'for i in b:\n', '    for j in range(3):\n', '        for k in range(3):\n', '            if i==a[j][k]:\n', '                visited[j][k] = True\n', '\n', 'ans = ""No""\n', 'for i in visited:\n', '    if i==[True,True,True]:\n', '        ans = ""Yes""\n', '\n', 'for i in range(3):\n', '    flag = True\n', '    for j in range(3):\n', '        if visited[j][i]==False:\n', '            flag = False\n', '            break\n', '    if flag:\n', '        ans = ""Yes""\n', '\n', 'if visited[0][0] and visited[1][1] and visited[2][2]:\n', '    ans = ""Yes""\n', 'if visited[2][0] and visited[1][1] and visited[0][2]:\n', '    ans = ""Yes""\n', 'print(ans)']","['a = [list(map(int ,input().split())) for _ in range(3)]\n', 'n = int(input())\n', '\n', 'ans = [[0] * 3 for _ in range(3)]\n', '\n', 'for i in range(n):\n', '    b = int(input())\n', '    for j in range(3):\n', '        for k in range(3):\n', '            if a[j][k] ==  b:\n', '                ans[j][k] = 1\n', '\n', 'state = False\n', 'for i in range(3):\n', '    num = 0\n', '    for j in range(3):\n', '        num += ans[i][j]\n', '    \n', '    if num == 3:\n', '        state = True\n', '\n', 'for i in range(3):\n', '    num = 0\n', '    for j in range(3):\n', '        num += ans[j][i]\n', '    \n', '    if num == 3:\n', '        state = True\n', '\n', 'if ans[0][0] + ans[1][1] + ans[2][2] == 3:\n', '    state = True\n', '\n', 'if ans[0][2] + ans[1][1] + ans[2][0] == 3:\n', '    state = True\n', '\n', 'if state:\n', '    print(""Yes"")\n', 'else:\n', '    print(""No"")\n', '\n']",1
"['N,D = [int(i) for i in input().split()]\n', 'XY = []\n', 'count = 0\n', '\n', 'for i in range(N):\n', '  XY.append([int(i) for i in input().split()])\n', '\n', 'for xy in XY:\n', '  dd = xy[0]**2+xy[1]**2\n', '  if dd <= D**2:\n', '    count +=1\n', '\n', 'print(count)']","['#B問題\n', '\n', 'import math\n', '\n', 'distance = 0\n', 'ans = 0\n', 'n, d = map(int, input().split())\n', 'x = [input().split() for l in range(n)]\n', '\n', '#リストの中にリストがある時→A[i][j]のように表現\n', 'for i in range(n):\n', '    distance = math.sqrt(pow(int(x[i][0]),2)+pow(int(x[i][1]),2))\n', '    if distance <= d:\n', '        ans += 1\n', 'print(ans)']",1
"['n = int(input())\n', 'ans = (n + 1) * n // 2\n', 'for i in range(2, n + 1):\n', '    j = 1\n', '    while i * j <= n:\n', '        ans += i * j\n', '        j += 1\n', 'print(ans)\n']","['import sys\n', 'read = sys.stdin.readline\n', 'import time\n', 'import math\n', 'import itertools as it\n', 'def inpl():\n', '    return list(map(int, input().split()))\n', 'st = time.perf_counter()\n', '# ------------------------------\n', '\n', 'N = int(read())\n', 'ans = 0\n', 'for i in range(1, N+1):\n', '    n = N // i\n', '    ans += 0.5 * n * (2*i + i * (n-1))\n', 'print(int(ans))\n', '\n', '# ------------------------------\n', 'ed = time.perf_counter()\n', ""print('time:', ed-st, file=sys.stderr)\n""]",1
"[' \n', 'list = input().split()\n', ' \n', 'm1 = int(list[0])*60 + int(list[1])\n', 'm2 = int(list[2])*60 + int(list[3])\n', '#print(m1,m2)\n', '    \n', 'ans = m2 - m1\n', 'print(ans-int(list[4]))\n']","[""H_1, M_1, H_2, M_2, K = list(map(int, input().split(' ')))\n"", '\n', 'print((H_2-H_1)*60+(M_2-M_1)-K)']",1
"['a = int(input())\n', 'print(1-a)']","['a = int(input())\n', 'print(1 if a == 0 else 0)']",1
['import math;print(2**(int(math.log2(int(input())))+1)-1)'],"['H =int(input())\n', '\n', '#h= 1\n', '#while 2**(h+1) <= H:\n', '#    h += 1\n', '#\n', '#n=2**(h+1) - 1\n', '#print(n)\n', '#\n', 'import math\n', 'def helper(h):\n', '    if h ==1:\n', '        return 1\n', '    return 1 + 2 * helper(math.floor(h/2))\n', 'print(helper(H))']",1
"['def stack():\n', '    A = list(input().split())\n', '    lst = []\n', '    \n', '    def add(a, b):\n', '        return b + a\n', '    \n', '    def sub(a, b):\n', '        return b - a\n', '        \n', '    def mul(a, b):\n', '        return b * a\n', '    \n', '    def div(a, b):\n', '        return b / a\n', '        \n', '    def calc(lst, f):\n', '        return lst.append(f(lst.pop(), lst.pop()))\n', '    \n', '    for i in A:\n', ""        if i == '+':\n"", '            calc(lst, add)\n', ""        elif i == '-':\n"", '            calc(lst, sub)\n', ""        elif i == '*':\n"", '            calc(lst, mul)\n', ""        elif i == '/':\n"", '            calc(lst, div)\n', '        else: \n', '            lst.append(int(i))\n', '    \n', '    print(*lst)\n', '    \n', 'stack()']","['def reverse_polish_calculator(s):\n', '    """"""Calculate a reverse polish notation s.\n', '    + - * operators can be used in s. Only positive integer is\n', '    supported for operand.\n', '\n', '    >>> reverse_polish_calculator(""1 2 +"")\n', '    3\n', '    >>> reverse_polish_calculator(""1 2 + 3 4 - *"")\n', '    -3\n', '    """"""\n', '    def calc(val1, op, val2):\n', ""        if op == '+':\n"", '            return val1 + val2\n', ""        elif op == '-':\n"", '            return val1 - val2\n', ""        elif op == '*':\n"", '            return val1 * val2\n', '        else:\n', '            raise ValueError()\n', '\n', '    stack = []\n', '    for c in s.split():\n', '        if c.isnumeric():\n', '            stack.append(int(c))\n', '        else:\n', '            v2 = stack.pop()\n', '            v1 = stack.pop()\n', '            stack.append(calc(v1, c, v2))\n', '\n', '    return stack.pop()\n', '\n', '\n', 'def run():\n', '    s = input()\n', '    print(reverse_polish_calculator(s))\n', '\n', '\n', ""if __name__ == '__main__':\n"", '    run()\n']",1
"['s = input()\n', ""dict_contest = {'ABC':'ARC', 'ARC':'ABC'}\n"", 'print(dict_contest.get(s))']","[""print({'ABC':'ARC', 'ARC':'ABC'}[input()])""]",1
"['X, N=map(int, input().split())\n', 'if N==0:print(X);exit()\n', 'p=sorted(list(map(int, input().split())))\n', '\n', 'm=X;i=0\n', 'for i in range(m,min(p)-2,-1):\n', '  if i not in p:break\n', 'M=X;j=0\n', 'for j in range(M,max(p)+2):\n', '  if j not in p:break\n', 'if abs(i-X)==abs(j-X):print(min(i,j))\n', 'elif abs(i-X)<abs(j-X):\n', '  print(i)\n', 'else:print(j)']","['X, N = list(map(int, input().split()))\n', 'p = list(map(int, input().split()))\n', 'integer = [i for i in range(102)]\n', 'for i in range(N):\n', '   integer.remove(p[i])\n', 'l = len(integer)\n', 'ans = -200\n', 'for i in range(l):\n', '   if abs(ans) > abs(integer[i]-X):\n', '      ans = integer[i] - X\n', 'print(ans + X)']",1
"['n,k = map(int,input().split())\n', 'a = list(map(int,input().split()))\n', '\n', 'l = 0\n', 'r = 10**10\n', '\n', 'while r > l + 1:\n', '    m = (r+l)//2\n', '    count = 0\n', '    for i in a:\n', '        if i <= m:\n', '            continue\n', '        count += (i)//m\n', '        \n', '    if count > k:\n', '        l = m\n', '    else:\n', '        r = m\n', '    \n', 'print(r)\n']","['N, K = map(int, input().split())\n', 'A = list(map(int, input().split()))\n', '\n', 'def is_ok(n):\n', '    cnt = 0\n', '    for a in A:\n', '        if n >= a:\n', '            continue\n', '        cnt += a // n\n', '    return cnt <= K\n', '\n', 'def meguru_bisect(ng, ok):\n', '    while (abs(ok - ng) > 1):\n', '        mid = (ok + ng) // 2\n', '        if is_ok(mid):\n', '            ok = mid\n', '        else:\n', '            ng = mid\n', '    return ok\n', '\n', 'print(meguru_bisect(0, 10**9+1))\n']",1
"['for j in range(1,10,1):\n', '    for k in range(1,10,1):\n', '        print(""{}x{}={}"".format(j,k,j*k))\n']","['def multi():\n', '    for i in range(1, 10):\n', '        for j in range(1, 10):\n', '            print(str(i) + ""x"" + str(j) + ""="" + str(i * j))\n', '\n', ""if __name__ == '__main__':\n"", '    multi()\n']",1
"['print(((1/3)*float(input("""")))**3)']","['L = float(input())\n', '\n', 'returnVal = (L/3)**3\n', 'print(returnVal)']",1
"['import sys\n', 'import math\n', 'def IL(): return map(int,sys.stdin.readline().rstrip().split())\n', '\n', 'def Main():\n', '    a,b,n = IL()\n', '    x = min(b-1,n)\n', '    print(math.floor(a*x/b)-a*math.floor(x/b))\n', '    return\n', '\n', ""if __name__=='__main__':\n"", '    Main()']","['import math\n', 'a, b, n = map(int, input().split())\n', 'x = min(b - 1, n)\n', 'ans = math.floor(a * x / b) - a * math.floor(x / b)\n', 'print(ans)']",1
"['n = int(raw_input())\n', '\n', 'for i in range(n):\n', '    a = map(int,raw_input().split())\n', '    a.sort()\n', '    if (a[0]**2 + a[1]**2) == a[2]**2:\n', '        print ""YES""\n', '    else:\n', '        print ""NO""']","['times = int(input())\n', '\n', 'for i in range(0, times):\n', '\tedge = []\n', '\tfor e in input().split("" ""):\n', '\t\tedge.append(int(e))\n', '\tedge.sort()\n', '\tif pow(int(edge[0]), 2) + pow(int(edge[1]), 2) == pow(int(edge[2]), 2):\n', '\t\tprint(""YES"")\n', '\telse:\n', '\t\tprint(""NO"")']",1
"['k=int(input())\n', 'from math import gcd\n', 'ans=0\n', 'for i in range(1,k+1):\n', '  for j in range(1,k+1):\n', '    temp=gcd(i,j)\n', '    for m in range(1,k+1):\n', '      ans=ans+gcd(temp,m)\n', 'print(ans)\n']","['import math\n', 'K = int(input())\n', 'ans = 0\n', '\n', 'for a in range(1, K+1):\n', '    for b in range(a, K+1):\n', '        for c in range(b, K+1):\n', '            s = math.gcd(a, b)\n', '            t = math.gcd(s, c)\n', '            if a == c:\n', '                ans += t\n', '            elif (a == b or b == c) and a != c:\n', '                ans += 3*t\n', '            else:\n', '                ans += 6*t\n', 'print(ans)']",1
"['X=int(input())\n', 'a=True\n', 'while a==True:\n', '    for i in range(-1000,1001):\n', '        for j in range(i,1001):\n', '            if j**5-i**5==X:\n', '                print(j,i)\n', '                exit()\n']","['# -*- coding: utf-8 -*-\n', 'X = int(input())\n', '\n', '# A**5 - (A-1)**5 = X = 10**9(Xの最大) となるAが\n', '# Aの最大値となる(それ以上Aが大きくなると、Xは上限値を超える)\n', '# → 最大となるAは120\n', '\n', 'for A in range(-120, 120 + 1):\n', '  for B in range(-120, 120):\n', '    if A**5 - B**5 == X:\n', '      print(""{} {}"".format(A, B))\n', '      exit()']",1
"['a=int(input())\n', 'hours=a//3600\n', 'minutes_num=a%3600\n', 'minutes=minutes_num//60\n', 'seconds=a%60\n', 'print(str(hours)+"":""+str(minutes)+"":""+str(seconds))\n', '\n']","['sec=int(input())\n', 'print("":"".join(map(str, [int(sec/3600), int(sec/60)%60, sec%60])))']",1
"['import sys\n', 'input = lambda: sys.stdin.readline().rstrip()\n', '\n', 'n = int(input())\n', 'a = [int(x) for x in input().split()]\n', '\n', 'from itertools import accumulate\n', '\n', 'a_csum = list(accumulate(a))\n', '\n', 'ans = 10**10\n', '\n', 'for i in range(n - 1):\n', '    ans = min(ans, abs(a_csum[i] - (a_csum[-1] - a_csum[i])))\n', '\n', 'print(ans)']","['n = int(input())\n', 'a = list(map(int,input().split()))\n', 's = sum(a)\n', 'x = 0\n', 'm = s\n', 'for i in range(n):\n', '    x += a[i]\n', '    m = min(m, abs(s-x*2))\n', 'print(m)\n']",1
"['# -*- coding: utf-8 -*-\n', 'X = int(input())\n', '\n', '# A**5 - (A-1)**5 = X = 10**9(Xの最大) となるAが\n', '# Aの最大値となる(それ以上Aが大きくなると、Xは上限値を超える)\n', '# → 最大となるAは120\n', '\n', 'for A in range(-120, 120 + 1):\n', '  for B in range(-120, 120):\n', '    if A**5 - B**5 == X:\n', '      print(""{} {}"".format(A, B))\n', '      exit()']","['x=int(input())\n', 'for a in range(-200,200,1):\n', '    for b in range(-200,200,1):\n', '        if a**5 - b**5 == x:\n', '            print(a,b)\n', '            exit()']",1
